image_train_2782_label_6.png,6
image_test_3867_label_5.png,5
image_train_1311_label_7.png,7
image_train_0775_label_8.png,8
image_test_4174_label_4.png,4
image_train_3008_label_8.png,8
image_train_2031_label_6.png,6
image_test_4622_label_5.png,5
image_test_4832_label_4.png,4
image_test_4302_label_6.png,6
image_test_4774_label_2.png,2
image_train_0025_label_0.png,0
image_train_2656_label_4.png,4
image_test_5575_label_4.png,4
image_train_0232_label_3.png,3
image_test_4219_label_2.png,2
image_train_1117_label_1.png,1
image_train_1269_label_4.png,4
image_train_3197_label_9.png,9
image_train_3390_label_2.png,2
image_test_4391_label_2.png,2
image_train_0198_label_7.png,7
image_train_1005_label_2.png,2
image_test_4298_label_3.png,3
image_train_3064_label_7.png,7
image_train_2152_label_7.png,7
image_test_5489_label_1.png,1
image_train_1842_label_3.png,3
image_test_4559_label_9.png,9
image_test_4209_label_2.png,2
image_train_1604_label_0.png,0
image_train_2722_label_7.png,7
image_train_2839_label_3.png,3
image_train_0111_label_9.png,9
image_train_0010_label_1.png,1
image_train_2886_label_3.png,3
image_test_5114_label_6.png,6
image_train_1646_label_4.png,4
image_test_3876_label_0.png,0
image_train_2084_label_4.png,4
image_train_0430_label_4.png,4
image_train_2082_label_2.png,2
image_test_5461_label_1.png,1
image_train_1928_label_0.png,0
image_test_4790_label_6.png,6
image_train_2815_label_9.png,9
image_train_1956_label_1.png,1
image_train_0843_label_4.png,4
image_train_0169_label_2.png,2
image_train_1845_label_2.png,2
image_train_0238_label_6.png,6
image_train_0618_label_0.png,0
image_test_5453_label_3.png,3
image_test_5070_label_9.png,9
image_train_1680_label_6.png,6
image_train_1714_label_0.png,0
image_train_0683_label_6.png,6
image_train_0081_label_3.png,3
image_train_1861_label_4.png,4
image_test_3935_label_8.png,8
image_train_2792_label_2.png,2
image_train_0811_label_0.png,0
image_test_5404_label_8.png,8
image_train_3062_label_3.png,3
image_train_2736_label_7.png,7
image_train_2835_label_7.png,7
image_test_5503_label_5.png,5
image_train_3233_label_3.png,3
image_train_0886_label_8.png,8
image_test_3955_label_4.png,4
image_train_2501_label_0.png,0
image_test_5348_label_7.png,7
image_test_4107_label_0.png,0
image_train_2241_label_1.png,1
image_train_3625_label_6.png,6
image_test_4515_label_0.png,0
image_test_4766_label_8.png,8
image_test_4914_label_6.png,6
image_train_2969_label_6.png,6
image_train_2046_label_5.png,5
image_train_3172_label_8.png,8
image_test_4109_label_5.png,5
image_train_0017_label_8.png,8
image_test_3960_label_9.png,9
image_train_2115_label_5.png,5
image_train_1651_label_4.png,4
image_test_4872_label_2.png,2
image_test_4404_label_6.png,6
image_test_4802_label_0.png,0
image_test_4761_label_5.png,5
image_train_1079_label_0.png,0
image_train_3714_label_8.png,8
image_train_3498_label_3.png,3
image_test_4875_label_5.png,5
image_train_2189_label_0.png,0
image_train_3214_label_3.png,3
image_test_5031_label_8.png,8
image_train_1766_label_5.png,5
image_test_4562_label_6.png,6
image_test_5029_label_2.png,2
image_train_1997_label_1.png,1
image_test_4827_label_9.png,9
image_train_1184_label_3.png,3
image_train_1659_label_4.png,4
image_train_1426_label_9.png,9
image_test_5157_label_0.png,0
image_train_3388_label_0.png,0
image_train_2947_label_8.png,8
image_test_4801_label_0.png,0
image_test_4119_label_1.png,1
image_train_2429_label_6.png,6
image_test_4445_label_7.png,7
image_train_3499_label_6.png,6
image_train_0724_label_3.png,3
image_test_5017_label_9.png,9
image_test_5300_label_4.png,4
image_train_2813_label_4.png,4
image_train_1565_label_7.png,7
image_train_1479_label_1.png,1
image_test_4318_label_4.png,4
image_train_0065_label_2.png,2
image_test_4671_label_5.png,5
image_train_1875_label_2.png,2
image_train_3768_label_4.png,4
image_test_3994_label_7.png,7
image_test_4306_label_1.png,1
image_train_2952_label_2.png,2
image_train_0747_label_6.png,6
image_train_2401_label_7.png,7
image_train_0421_label_7.png,7
image_train_1918_label_3.png,3
image_train_3709_label_1.png,1
image_train_2419_label_6.png,6
image_train_0269_label_4.png,4
image_test_4483_label_6.png,6
image_train_0191_label_2.png,2
image_train_3788_label_4.png,4
image_train_1695_label_1.png,1
image_test_4591_label_4.png,4
image_train_0489_label_0.png,0
image_train_1181_label_0.png,0
image_train_1927_label_5.png,5
image_train_2229_label_2.png,2
image_train_0441_label_5.png,5
image_test_5531_label_7.png,7
image_train_0480_label_5.png,5
image_train_3056_label_0.png,0
image_train_2069_label_5.png,5
image_train_2826_label_4.png,4
image_test_4079_label_2.png,2
image_test_4085_label_8.png,8
image_train_0758_label_4.png,4
image_train_2354_label_7.png,7
image_train_2700_label_5.png,5
image_train_3570_label_8.png,8
image_train_2470_label_2.png,2
image_train_0871_label_0.png,0
image_train_1946_label_7.png,7
image_train_3718_label_3.png,3
image_train_1785_label_3.png,3
image_train_1888_label_8.png,8
image_test_3921_label_4.png,4
image_test_5254_label_8.png,8
image_train_0535_label_5.png,5
image_train_1638_label_3.png,3
image_train_2899_label_6.png,6
image_train_0499_label_3.png,3
image_train_2779_label_4.png,4
image_train_3194_label_4.png,4
image_train_0283_label_1.png,1
image_test_4532_label_6.png,6
image_train_3311_label_5.png,5
image_test_4322_label_2.png,2
image_train_0076_label_9.png,9
image_train_0414_label_6.png,6
image_train_0305_label_4.png,4
image_train_2776_label_5.png,5
image_train_0768_label_5.png,5
image_test_4050_label_0.png,0
image_train_0101_label_4.png,4
image_test_4458_label_4.png,4
image_test_5357_label_4.png,4
image_test_4018_label_6.png,6
image_test_4902_label_2.png,2
image_train_3074_label_0.png,0
image_train_0750_label_8.png,8
image_test_4441_label_6.png,6
image_train_0703_label_2.png,2
image_train_0715_label_9.png,9
image_test_4242_label_5.png,5
image_train_2308_label_1.png,1
image_train_0058_label_3.png,3
image_train_3283_label_8.png,8
image_train_0547_label_7.png,7
image_train_3318_label_3.png,3
image_train_3694_label_5.png,5
image_train_1073_label_9.png,9
image_test_4156_label_0.png,0
image_train_3200_label_3.png,3
image_train_0036_label_3.png,3
image_train_1621_label_1.png,1
image_train_3543_label_2.png,2
image_test_3988_label_9.png,9
image_train_0364_label_6.png,6
image_train_0250_label_7.png,7
image_train_1835_label_5.png,5
image_train_3521_label_8.png,8
image_test_5385_label_1.png,1
image_train_2372_label_5.png,5
image_train_3053_label_2.png,2
image_train_2752_label_8.png,8
image_train_2972_label_1.png,1
image_train_2465_label_5.png,5
image_train_2514_label_8.png,8
image_train_0514_label_6.png,6
image_train_0755_label_7.png,7
image_test_5362_label_0.png,0
image_train_2519_label_3.png,3
image_test_4112_label_5.png,5
image_train_0212_label_6.png,6
image_train_0000_label_0.png,0
image_train_2919_label_1.png,1
image_train_0941_label_2.png,2
image_test_4744_label_8.png,8
image_train_2930_label_5.png,5
image_train_0144_label_7.png,7
image_train_2142_label_3.png,3
image_train_0974_label_0.png,0
image_test_4142_label_6.png,6
image_train_0353_label_9.png,9
image_train_1352_label_7.png,7
image_train_3574_label_5.png,5
image_test_4221_label_4.png,4
image_train_2603_label_9.png,9
image_train_2723_label_0.png,0
image_train_2472_label_5.png,5
image_train_3171_label_2.png,2
image_test_3963_label_2.png,2
image_train_1299_label_8.png,8
image_train_1435_label_5.png,5
image_test_3952_label_1.png,1
image_train_0476_label_6.png,6
image_train_0622_label_7.png,7
image_train_0904_label_9.png,9
image_train_3692_label_8.png,8
image_test_4437_label_4.png,4
image_train_3494_label_3.png,3
image_train_1807_label_9.png,9
image_train_1158_label_2.png,2
image_test_4829_label_1.png,1
image_train_0219_label_3.png,3
image_test_4677_label_1.png,1
image_train_2671_label_0.png,0
image_train_0399_label_6.png,6
image_test_4274_label_6.png,6
image_train_1297_label_8.png,8
image_test_4073_label_0.png,0
image_test_4811_label_3.png,3
image_train_1362_label_0.png,0
image_test_4259_label_7.png,7
image_test_4612_label_5.png,5
image_train_2728_label_4.png,4
image_train_2601_label_4.png,4
image_train_0518_label_5.png,5
image_train_0264_label_8.png,8
image_train_2139_label_6.png,6
image_test_5375_label_9.png,9
image_test_4046_label_4.png,4
image_train_3000_label_7.png,7
image_train_2291_label_5.png,5
image_train_0309_label_7.png,7
image_train_2626_label_0.png,0
image_train_3379_label_5.png,5
image_train_0468_label_4.png,4
image_test_4882_label_5.png,5
image_train_2676_label_4.png,4
image_train_1720_label_5.png,5
image_train_1135_label_2.png,2
image_test_4821_label_1.png,1
image_train_1941_label_4.png,4
image_train_0881_label_2.png,2
image_test_4484_label_7.png,7
image_train_0602_label_2.png,2
image_train_3070_label_1.png,1
image_test_4080_label_3.png,3
image_train_3339_label_3.png,3
image_train_1162_label_5.png,5
image_train_1726_label_7.png,7
